price,area,bedrooms,bathrooms,stories,mainroad,parking,area_bin_small,area_bin_medium,area_bin_large,area_bin_very_large,price_bin_medium-budget,price_bin_high-budget,price_bin_luxury-budget,price_bin_ultra-luxury-budget,furnishingstatus_semi-furnished,furnishingstatus_unfurnished
57.4,5000,3,1,3,1,0,0,1,0,0,0,1,0,0,1,0
57.4,6360,3,1,1,1,2,0,0,1,0,0,1,0,0,0,0
56.525,6660,4,2,2,1,1,0,0,1,0,0,1,0,0,1,0
56.0,10500,4,2,2,1,1,0,0,0,0,0,1,0,0,1,0
56.0,4700,4,1,2,1,1,0,1,0,0,0,1,0,0,0,0
56.0,10500,2,1,1,1,1,0,0,0,0,0,1,0,0,1,0
56.0,5500,3,2,2,1,1,0,1,0,0,0,1,0,0,1,0
56.0,6360,3,1,3,1,0,0,0,1,0,0,1,0,0,1,0
56.0,6600,4,2,1,1,0,0,0,1,0,0,1,0,0,1,0
56.0,5136,3,1,2,1,0,0,1,0,0,0,1,0,0,0,1
55.65,4400,4,1,2,1,2,0,1,0,0,0,1,0,0,1,0
55.3,3300,3,3,2,1,0,1,0,0,0,0,1,0,0,1,0
55.3,3650,3,2,2,1,2,1,0,0,0,0,1,0,0,1,0
55.3,6100,3,2,1,1,2,0,0,1,0,0,1,0,0,0,0
55.23,6900,3,1,1,1,0,0,0,1,0,0,1,0,0,1,0
54.95,2817,4,2,2,0,1,1,0,0,0,0,1,0,0,0,0
54.95,7980,3,1,1,1,2,0,0,1,0,0,1,0,0,1,0
54.6,3150,3,2,1,1,0,1,0,0,0,0,1,0,0,0,0
54.6,6100,3,1,3,1,0,0,0,1,0,0,1,0,0,1,0
54.6,6600,4,2,2,1,0,0,0,1,0,0,1,0,0,1,0
54.25,6825,3,1,1,1,0,0,0,1,0,0,1,0,0,1,0
53.9,6710,3,2,2,1,1,0,0,1,0,0,1,0,0,0,0
53.83,6450,3,2,1,1,0,0,0,1,0,0,1,0,0,0,1
53.2,7800,3,1,1,1,2,0,0,1,0,0,1,0,0,0,1
52.85,4600,2,2,1,1,2,0,1,0,0,0,1,0,0,1,0
52.5,4260,4,1,2,1,0,0,1,0,0,0,1,0,0,0,0
52.5,6540,4,2,2,0,0,0,0,1,0,0,1,0,0,1,0
52.5,5500,3,2,1,1,0,0,1,0,0,0,1,0,0,1,0
52.5,10269,3,1,1,1,1,0,0,0,0,0,1,0,0,1,0
52.5,8400,3,1,2,1,2,0,0,0,1,0,1,0,0,0,1
52.5,5300,4,2,1,1,0,0,1,0,0,0,1,0,0,0,1
52.5,3800,3,1,2,1,1,1,0,0,0,0,1,0,0,0,1
52.5,9800,4,2,2,1,2,0,0,0,1,0,1,0,0,1,0
52.5,8520,3,1,1,1,2,0,0,0,1,0,1,0,0,0,0
52.43,6050,3,1,1,1,0,0,0,1,0,0,1,0,0,1,0
52.29,7085,3,1,1,1,2,0,0,1,0,0,1,0,0,1,0
52.15,3180,3,2,2,1,2,1,0,0,0,0,1,0,0,1,0
52.15,4500,4,2,1,0,2,0,1,0,0,0,1,0,0,1,0
52.15,7200,3,1,2,1,1,0,0,1,0,0,1,0,0,0,0
51.45,3410,3,1,2,0,0,1,0,0,0,0,1,0,0,1,0
51.45,7980,3,1,1,1,1,0,0,1,0,0,1,0,0,1,0
51.1,3000,3,2,2,1,0,1,0,0,0,0,1,0,0,0,0
51.1,3000,3,1,2,1,0,1,0,0,0,0,1,0,0,0,1
51.1,6100,3,1,1,1,0,0,0,1,0,0,1,0,0,1,0
50.75,5720,2,1,2,1,0,0,1,0,0,0,1,0,0,0,1
50.4,3540,2,1,1,0,0,1,0,0,0,0,1,0,0,1,0
50.4,7600,4,1,2,1,2,0,0,1,0,0,1,0,0,0,0
50.4,6600,3,1,1,1,0,0,0,1,0,0,1,0,0,0,0
50.33,4800,2,1,1,1,0,0,1,0,0,0,1,0,0,1,0
50.05,8150,3,2,1,1,0,0,0,0,1,0,1,0,0,1,0
49.7,4410,4,3,2,1,2,0,1,0,0,0,1,0,0,1,0
49.7,7686,3,1,1,1,0,0,0,1,0,0,1,0,0,1,0
49.56,2800,3,2,2,0,1,1,0,0,0,0,1,0,0,1,0
49.35,5948,3,1,2,1,0,0,1,0,0,0,1,0,0,1,0
49.07,4200,3,1,2,1,1,0,1,0,0,0,1,0,0,0,0
49.0,4520,3,1,2,1,0,0,1,0,0,0,1,0,0,1,0
49.0,4095,3,1,2,0,0,0,1,0,0,0,1,0,0,1,0
49.0,4120,2,1,1,1,1,0,1,0,0,0,1,0,0,1,0
49.0,5400,4,1,2,1,0,0,1,0,0,0,1,0,0,1,0
49.0,4770,3,1,1,1,0,0,1,0,0,0,1,0,0,1,0
49.0,6300,3,1,1,1,2,0,0,1,0,0,1,0,0,1,0
49.0,5800,2,1,1,1,0,0,1,0,0,0,1,0,0,1,0
49.0,3000,3,1,2,1,0,1,0,0,0,0,1,0,0,1,0
49.0,2970,3,1,3,1,0,1,0,0,0,0,1,0,0,1,0
49.0,6720,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1
49.0,4646,3,1,2,1,2,0,1,0,0,0,1,0,0,1,0
48.93,3420,4,2,2,1,2,1,0,0,0,0,1,0,0,1,0
48.93,4995,4,2,1,1,0,0,1,0,0,0,1,0,0,1,0
48.65,4350,2,1,1,1,0,0,1,0,0,0,1,0,0,0,1
48.3,4160,3,1,3,1,0,0,1,0,0,0,1,0,0,0,1
48.3,6040,3,1,1,1,2,0,0,1,0,0,1,0,0,1,0
48.3,6862,3,1,2,1,2,0,0,1,0,0,1,0,0,0,0
48.3,4815,2,1,1,1,0,0,1,0,0,0,1,0,0,1,0
47.95,7000,3,1,2,1,0,0,0,1,0,0,1,0,0,0,1
47.67,3420,4,2,2,1,0,1,0,0,0,0,1,0,0,1,0
47.6,9166,2,1,1,1,2,0,0,0,1,0,1,0,0,1,0
47.6,6321,3,1,2,1,1,0,0,1,0,0,1,0,0,0,0
47.6,10240,2,1,1,1,2,0,0,0,0,0,1,0,0,0,1
46.9,6000,2,1,1,1,1,0,1,0,0,0,1,0,0,0,0
46.9,3630,3,1,2,1,2,1,0,0,0,0,1,0,0,1,0
46.9,9667,4,2,2,1,1,0,0,0,1,0,1,0,0,1,0
46.9,5400,2,1,2,1,0,0,1,0,0,0,1,0,0,1,0
46.9,4320,3,1,1,1,0,0,1,0,0,0,1,0,0,1,0
46.55,3745,3,1,2,1,0,1,0,0,0,0,1,0,0,0,0
46.2,4160,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1
46.2,3880,3,2,2,1,2,1,0,0,0,0,1,0,0,1,0
46.2,5680,3,1,2,1,1,0,1,0,0,0,1,0,0,1,0
46.2,2870,2,1,2,1,0,1,0,0,0,0,1,0,0,1,0
46.2,5010,3,1,2,1,0,0,1,0,0,0,1,0,0,1,0
46.13,4510,4,2,2,1,0,0,1,0,0,0,1,0,0,1,0
45.85,4000,3,1,2,1,1,1,0,0,0,0,1,0,0,0,0
45.85,3840,3,1,2,1,1,1,0,0,0,0,1,0,0,1,0
45.5,3760,3,1,1,1,2,1,0,0,0,0,1,0,0,1,0
45.5,3640,3,1,2,1,0,1,0,0,0,0,1,0,0,0,0
45.5,2550,3,1,2,1,0,1,0,0,0,0,1,0,0,0,0
45.5,5320,3,1,2,1,0,0,1,0,0,0,1,0,0,1,0
45.5,5360,3,1,2,1,2,0,1,0,0,0,1,0,0,0,1
45.5,3520,3,1,1,1,0,1,0,0,0,0,1,0,0,1,0
45.43,4100,2,2,1,1,0,0,1,0,0,0,1,0,0,1,0
45.43,4990,4,2,2,1,0,0,1,0,0,0,1,0,0,0,0
45.15,3510,3,1,3,1,0,1,0,0,0,0,1,0,0,1,0
45.15,3450,3,1,2,1,1,1,0,0,0,0,1,0,0,1,0
45.15,9860,3,1,1,1,0,0,0,0,1,0,1,0,0,1,0
45.15,3520,2,1,2,1,0,1,0,0,0,0,1,0,0,0,0
44.8,4510,4,1,2,1,2,0,1,0,0,0,1,0,0,1,0
44.8,5885,2,1,1,1,1,0,1,0,0,0,1,0,0,0,1
44.8,4000,3,1,2,1,2,1,0,0,0,0,1,0,0,0,0
44.8,8250,3,1,1,1,0,0,0,0,1,0,1,0,0,0,0
44.8,4040,3,1,2,1,1,0,1,0,0,0,1,0,0,1,0
44.73,6360,2,1,1,1,1,0,0,1,0,0,1,0,0,0,0
44.73,3162,3,1,2,1,1,1,0,0,0,0,1,0,0,0,0
44.73,3510,3,1,2,1,0,1,0,0,0,0,1,0,0,1,0
44.45,3750,2,1,1,1,0,1,0,0,0,0,1,0,0,1,0
44.1,3968,3,1,2,0,0,1,0,0,0,0,1,0,0,1,0
44.1,4900,2,1,2,1,0,0,1,0,0,0,1,0,0,1,0
44.03,2880,3,1,2,1,0,1,0,0,0,0,1,0,0,1,0
44.03,4880,3,1,1,1,2,0,1,0,0,0,1,0,0,0,1
44.03,4920,3,1,2,1,1,0,1,0,0,0,1,0,0,1,0
43.82,4950,4,1,2,1,0,0,1,0,0,0,1,0,0,1,0
43.75,3900,3,1,2,1,0,1,0,0,0,0,1,0,0,0,1
43.4,4500,3,2,3,1,1,0,1,0,0,0,1,0,0,0,0
43.4,4075,3,1,1,1,2,0,1,0,0,0,1,0,0,1,0
43.4,3500,4,1,2,1,2,1,0,0,0,0,1,0,0,0,0
43.4,6450,4,1,2,1,0,0,0,1,0,0,1,0,0,1,0
43.19,4032,2,1,1,1,0,0,1,0,0,0,1,0,0,0,0
43.05,4400,2,1,1,1,1,0,1,0,0,0,1,0,0,1,0
43.05,10360,2,1,1,1,1,0,0,0,0,0,1,0,0,1,0
42.77,3400,3,1,2,1,2,1,0,0,0,0,1,0,0,1,0
42.7,6360,2,1,1,1,0,0,0,1,0,0,1,0,0,0,0
42.7,6360,2,1,2,1,0,0,0,1,0,0,1,0,0,0,1
42.7,4500,2,1,1,1,2,0,1,0,0,0,1,0,0,0,0
42.7,2175,3,1,2,0,0,0,0,0,0,0,1,0,0,0,1
42.7,4360,4,1,2,1,0,0,1,0,0,0,1,0,0,0,0
42.7,7770,2,1,1,1,1,0,0,1,0,0,1,0,0,0,0
42.35,6650,3,1,2,1,0,0,0,1,0,0,1,0,0,1,0
42.35,2787,3,1,1,1,0,1,0,0,0,0,1,0,0,0,0
42.0,5500,3,1,2,1,0,0,1,0,0,0,1,0,0,0,1
42.0,5040,3,1,2,1,0,0,1,0,0,0,1,0,0,0,1
42.0,5850,2,1,1,1,2,0,1,0,0,0,1,0,0,1,0
42.0,2610,4,3,2,0,0,1,0,0,0,0,1,0,0,1,0
42.0,2953,3,1,2,1,0,1,0,0,0,0,1,0,0,0,1
42.0,2747,4,2,2,0,0,1,0,0,0,0,1,0,0,1,0
42.0,4410,2,1,1,0,1,0,1,0,0,0,1,0,0,0,1
42.0,4000,4,2,2,0,0,1,0,0,0,0,1,0,0,1,0
42.0,2325,3,1,2,0,0,0,0,0,0,0,1,0,0,1,0
42.0,4600,3,2,2,1,1,0,1,0,0,0,1,0,0,1,0
42.0,3640,3,2,2,1,0,1,0,0,0,0,1,0,0,0,1
42.0,5800,3,1,1,1,2,0,1,0,0,0,1,0,0,1,0
42.0,4079,3,1,3,1,0,0,1,0,0,0,1,0,0,1,0
42.0,3520,3,1,2,1,0,1,0,0,0,0,1,0,0,1,0
42.0,2145,3,1,3,1,1,0,0,0,0,0,1,0,0,0,1
42.0,4500,3,1,1,1,0,0,1,0,0,0,1,0,0,0,0
41.93,3450,3,1,2,1,1,1,0,0,0,0,1,0,0,1,0
41.65,4840,3,1,2,1,1,0,1,0,0,0,1,0,0,1,0
41.65,4080,3,1,2,1,2,0,1,0,0,0,1,0,0,1,0
41.65,4046,3,1,2,1,1,0,1,0,0,0,1,0,0,1,0
41.3,4632,4,1,2,1,0,0,1,0,0,0,1,0,0,1,0
41.3,5985,3,1,1,1,0,0,1,0,0,0,1,0,0,1,0
41.23,6060,2,1,1,1,1,0,0,1,0,0,1,0,0,1,0
40.985,3600,3,1,1,1,0,1,0,0,0,0,1,0,0,0,0
40.95,3680,3,2,2,1,0,1,0,0,0,0,1,0,0,1,0
40.95,4040,2,1,2,1,1,0,1,0,0,0,1,0,0,1,0
40.95,5600,2,1,1,1,0,0,1,0,0,0,1,0,0,1,0
40.6,5900,4,2,2,0,1,0,1,0,0,0,1,0,0,0,1
40.6,4992,3,2,2,1,2,0,1,0,0,0,1,0,0,0,1
40.6,4340,3,1,1,1,0,0,1,0,0,0,1,0,0,1,0
40.6,3000,4,1,3,1,2,1,0,0,0,0,1,0,0,1,0
40.6,4320,3,1,2,1,2,0,1,0,0,0,1,0,0,0,0
40.25,3630,3,2,2,1,2,1,0,0,0,0,1,0,0,1,0
40.25,3460,3,2,1,1,1,1,0,0,0,0,1,0,0,0,0
40.075,4500,3,1,2,0,0,0,1,0,0,0,1,0,0,1,0
40.075,3460,4,1,2,1,0,1,0,0,0,0,1,0,0,1,0
39.9,4100,4,1,1,0,0,0,1,0,0,1,0,0,0,0,1
39.9,6480,3,1,2,0,1,0,0,1,0,1,0,0,0,1,0
39.9,4500,3,2,2,0,0,0,1,0,0,1,0,0,0,1,0
39.9,3960,3,1,2,1,0,1,0,0,0,1,0,0,0,0,0
39.9,4050,2,1,2,1,0,0,1,0,0,1,0,0,0,0,1
39.2,5500,4,1,2,1,0,0,1,0,0,1,0,0,0,1,0
39.2,3000,3,1,2,1,0,1,0,0,0,1,0,0,0,1,0
39.2,3290,2,1,1,1,1,1,0,0,0,1,0,0,0,0,0
39.2,3816,2,1,1,1,2,1,0,0,0,1,0,0,0,0,0
39.2,8080,3,1,1,1,2,0,0,0,1,1,0,0,0,1,0
39.2,2145,4,2,1,1,0,0,0,0,0,1,0,0,0,0,1
38.85,3780,2,1,2,1,0,1,0,0,0,1,0,0,0,1,0
38.85,3180,4,2,2,1,0,1,0,0,0,1,0,0,0,0,0
38.5,3180,2,2,1,1,2,1,0,0,0,1,0,0,0,1,0
38.5,7152,3,1,2,1,0,0,0,1,0,1,0,0,0,0,0
38.5,4080,2,1,1,1,0,0,1,0,0,1,0,0,0,1,0
38.5,3850,2,1,1,1,0,1,0,0,0,1,0,0,0,1,0
38.5,2015,3,1,2,1,0,0,0,0,0,1,0,0,0,1,0
38.5,2176,2,1,2,1,0,0,0,0,0,1,0,0,0,1,0
38.36,3350,3,1,2,1,0,1,0,0,0,1,0,0,0,0,1
38.15,3150,2,2,1,0,0,1,0,0,0,1,0,0,0,1,0
37.8,4820,3,1,2,1,0,0,1,0,0,1,0,0,0,1,0
37.8,3420,2,1,2,1,1,1,0,0,0,1,0,0,0,1,0
37.8,3600,2,1,1,1,0,1,0,0,0,1,0,0,0,1,0
37.8,5830,2,1,1,1,2,0,1,0,0,1,0,0,0,0,1
37.8,2856,3,1,3,1,0,1,0,0,0,1,0,0,0,0,0
37.8,8400,2,1,1,1,1,0,0,0,1,1,0,0,0,0,0
37.73,8250,3,1,1,1,2,0,0,0,1,1,0,0,0,0,0
37.73,6930,4,1,2,0,1,0,0,1,0,1,0,0,0,0,0
37.45,3480,2,1,1,1,0,1,0,0,0,1,0,0,0,1,0
37.1,3600,3,1,1,1,1,1,0,0,0,1,0,0,0,0,1
37.1,4040,2,1,1,1,0,0,1,0,0,1,0,0,0,1,0
37.1,6020,3,1,1,1,0,0,0,1,0,1,0,0,0,1,0
37.1,4050,2,1,1,1,0,0,1,0,0,1,0,0,0,0,0
37.1,3584,2,1,1,1,0,1,0,0,0,1,0,0,0,1,0
37.03,3120,3,1,2,0,0,1,0,0,0,1,0,0,0,1,0
37.03,5450,2,1,1,1,0,0,1,0,0,1,0,0,0,0,0
36.75,3630,2,1,1,1,0,1,0,0,0,1,0,0,0,0,0
36.75,3630,2,1,1,1,0,1,0,0,0,1,0,0,0,0,1
36.75,5640,2,1,1,0,0,0,1,0,0,1,0,0,0,1,0
36.75,3600,2,1,1,1,0,1,0,0,0,1,0,0,0,0,0
36.4,4280,2,1,1,1,2,0,1,0,0,1,0,0,0,1,0
36.4,3570,3,1,2,1,0,1,0,0,0,1,0,0,0,1,0
36.4,3180,3,1,2,0,0,1,0,0,0,1,0,0,0,1,0
36.4,3000,2,1,2,1,0,1,0,0,0,1,0,0,0,0,0
36.4,3520,2,2,1,1,0,1,0,0,0,1,0,0,0,1,0
36.4,5960,3,1,2,1,0,0,1,0,0,1,0,0,0,0,1
36.4,4130,3,2,2,1,2,0,1,0,0,1,0,0,0,1,0
36.4,2850,3,2,2,0,0,1,0,0,0,1,0,0,0,0,1
36.4,2275,3,1,3,1,0,0,0,0,0,1,0,0,0,1,0
36.33,3520,3,1,1,1,2,1,0,0,0,1,0,0,0,0,1
36.05,4500,2,1,1,1,0,0,1,0,0,1,0,0,0,1,0
36.05,4000,2,1,1,1,0,1,0,0,0,1,0,0,0,1,0
35.7,3150,3,1,2,1,0,1,0,0,0,1,0,0,0,0,0
35.7,4500,4,2,2,1,2,0,1,0,0,1,0,0,0,0,0
35.7,4500,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0
35.7,3640,2,1,1,1,0,1,0,0,0,1,0,0,0,0,1
35.35,3850,3,1,1,1,2,1,0,0,0,1,0,0,0,0,1
35.0,4240,3,1,2,1,0,0,1,0,0,1,0,0,0,1,0
35.0,3650,3,1,2,1,0,1,0,0,0,1,0,0,0,0,1
35.0,4600,4,1,2,1,0,0,1,0,0,1,0,0,0,1,0
35.0,2135,3,2,2,0,0,0,0,0,0,1,0,0,0,0,1
35.0,3036,3,1,2,1,0,1,0,0,0,1,0,0,0,1,0
35.0,3990,3,1,2,1,0,1,0,0,0,1,0,0,0,1,0
35.0,7424,3,1,1,0,0,0,0,1,0,1,0,0,0,0,1
35.0,3480,3,1,1,0,0,1,0,0,0,1,0,0,0,0,1
35.0,3640,2,1,1,1,1,1,0,0,0,1,0,0,0,1,0
35.0,5900,2,1,1,1,1,0,1,0,0,1,0,0,0,0,0
35.0,3120,3,1,2,1,1,1,0,0,0,1,0,0,0,0,1
35.0,7350,2,1,1,1,1,0,0,1,0,1,0,0,0,1,0
35.0,3512,2,1,1,1,1,1,0,0,0,1,0,0,0,0,1
35.0,5880,2,1,1,1,0,0,1,0,0,1,0,0,0,0,1
34.93,4900,3,1,2,0,0,0,1,0,0,1,0,0,0,0,1
34.65,3060,3,1,1,1,0,1,0,0,0,1,0,0,0,0,1
34.65,5320,2,1,1,1,1,0,1,0,0,1,0,0,0,0,1
34.65,2145,3,1,3,1,0,0,0,0,0,1,0,0,0,0,0
34.3,4000,2,1,1,1,0,1,0,0,0,1,0,0,0,0,1
34.3,3185,2,1,1,1,2,1,0,0,0,1,0,0,0,0,1
34.3,3850,3,1,1,1,0,1,0,0,0,1,0,0,0,0,1
34.3,2145,3,1,3,1,0,0,0,0,0,1,0,0,0,0,0
34.3,2610,3,1,2,1,0,1,0,0,0,1,0,0,0,0,1
34.3,1950,3,2,2,1,0,0,0,0,0,1,0,0,0,0,1
34.23,4040,2,1,1,1,0,0,1,0,0,1,0,0,0,0,1
33.95,4785,3,1,2,1,1,0,1,0,0,1,0,0,0,0,0
33.95,3450,3,1,1,1,2,1,0,0,0,1,0,0,0,0,1
33.95,3640,2,1,1,1,0,1,0,0,0,1,0,0,0,0,0
33.6,3500,4,1,2,1,2,1,0,0,0,1,0,0,0,0,1
33.6,4960,4,1,3,0,0,0,1,0,0,1,0,0,0,1,0
33.6,4120,2,1,2,1,0,0,1,0,0,1,0,0,0,0,1
33.6,4750,2,1,1,1,0,0,1,0,0,1,0,0,0,0,1
33.6,3720,2,1,1,0,0,1,0,0,0,1,0,0,0,0,1
33.6,3750,3,1,1,1,0,1,0,0,0,1,0,0,0,0,1
33.6,3100,3,1,2,0,0,1,0,0,0,1,0,0,0,1,0
33.6,3185,2,1,1,1,2,1,0,0,0,1,0,0,0,0,0
33.53,2700,3,1,1,0,0,1,0,0,0,1,0,0,0,0,0
33.32,2145,3,1,2,1,0,0,0,0,0,1,0,0,0,0,0
33.25,4040,2,1,1,1,1,0,1,0,0,1,0,0,0,0,1
33.25,4775,4,1,2,1,0,0,1,0,0,1,0,0,0,0,1
32.9,2500,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1
32.9,3180,4,1,2,1,0,1,0,0,0,1,0,0,0,0,1
32.9,6060,3,1,1,1,0,0,0,1,0,1,0,0,0,0,0
32.9,3480,4,1,2,0,1,1,0,0,0,1,0,0,0,1,0
32.9,3792,4,1,2,1,0,1,0,0,0,1,0,0,0,1,0
32.9,4040,2,1,1,1,0,0,1,0,0,1,0,0,0,0,1
32.9,2145,3,1,2,1,0,0,0,0,0,1,0,0,0,0,0
32.9,5880,3,1,1,1,1,0,1,0,0,1,0,0,0,0,1
32.55,4500,2,1,1,0,0,0,1,0,0,1,0,0,0,1,0
32.55,3930,2,1,1,0,0,1,0,0,0,1,0,0,0,0,1
32.34,3640,4,1,2,1,0,1,0,0,0,1,0,0,0,0,1
32.2,4370,3,1,2,1,0,0,1,0,0,1,0,0,0,0,1
32.2,2684,2,1,1,1,1,1,0,0,0,1,0,0,0,0,1
32.2,4320,3,1,1,0,1,0,1,0,0,1,0,0,0,0,1
32.2,3120,3,1,2,0,0,1,0,0,0,1,0,0,0,0,0
31.5,3450,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0
31.5,3986,2,2,1,0,1,1,0,0,0,1,0,0,0,0,1
31.5,3500,2,1,1,0,0,1,0,0,0,1,0,0,0,1,0
31.5,4095,2,1,1,1,2,0,1,0,0,1,0,0,0,1,0
31.5,1650,3,1,2,0,0,0,0,0,0,1,0,0,0,0,1
31.5,3450,3,1,2,1,0,1,0,0,0,1,0,0,0,1,0
